combined_rank,division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
9143,3734,Staffan,Hellström,,SWE,Production,-1.38,24.26,30.47,-67.15,1,-2.34
9144,1775,Carl,Delfin,,SWE,Standard,-1.39,25.42,31.85,-70.13,1,-3.04
9145,1776,Olle,R,grasshopper,SWE,Standard,-1.39,20.6,26.12,-57.77,2,-3.04
9146,3735,Maria,Lundström,marlun,SWE,Production,-1.39,24.09,30.27,-66.72,2,-2.35
9147,3736,Vangelis,Panagiotidis,,SWE,Production,-1.39,20.98,26.59,-58.78,3,-2.36
9148,3737,Stefan,Wahlberg,forsete,SWE,Production,-1.4,24.85,31.2,-68.73,1,-2.37
9149,3738,Filip,Olofsson,filip,SWE,Production,-1.4,22.42,28.31,-62.5,2,-2.37
9150,3739,Olle,Nilsson,,SWE,Production,-1.41,13.88,18.17,-40.64,11,-2.39
9151,3740,Bengt,Reuterwall,bennyboy,SWE,Production,-1.41,23.49,29.59,-65.28,1,-2.39
9152,3741,Heinz,Johansson,,SWE,Production,-1.41,25.53,32.02,-70.53,2,-2.4
9153,1777,Alessandro,Montanari,luckyluke,SWE,Standard,-1.42,22.7,28.66,-63.27,1,-3.11
9154,3742,Magnus,Alesjö,alesjo,SWE,Production,-1.42,25.1,31.51,-69.42,1,-2.4
9155,101,Bosse,Jansson,boaw,SWE,Revolver,-1.42,22.3,28.18,-62.25,1,-7.53
9156,1602,Per,Jonsson,,SWE,Production Optics,-1.42,22.35,28.24,-62.38,1,-1.94
9157,1778,Benjamin,Declanius,,SWE,Standard,-1.42,23.67,29.81,-65.77,5,-3.12
9158,994,Alfredo,Wang Pallin,alfredo,SWE,Open,-1.42,24.87,31.25,-68.87,2,-1.65
9159,3743,Jesper,Strand,,SWE,Production,-1.43,24.86,31.24,-68.84,1,-2.41
9160,1779,Jonas,Andersson,sawgunner,SWE,Standard,-1.43,19.62,25.01,-55.41,5,-3.12
9161,1780,Pelle,Nyquist,hulk,SWE,Standard,-1.43,21.03,26.69,-59.03,2,-3.13
9162,3744,Sizar,Noori,,SWE,Production,-1.43,20.25,25.76,-57.03,3,-2.42
9163,1781,Johan,Lundell,lundell,SWE,Standard,-1.44,24.37,30.66,-67.61,1,-3.14
9164,995,Andres,Suazo,afx,SWE,Open,-1.44,24.79,31.16,-68.7,1,-1.66
9165,3745,Evelyn Trynet,Wanner,,SWE,Production,-1.44,24.11,30.36,-66.96,1,-2.44
9166,1782,Tommy,Hellström,,SWE,Standard,-1.44,24.71,31.07,-68.5,2,-3.16
9167,1603,Calle,Gårdman,,SWE,Production Optics,-1.45,23.28,29.37,-64.85,1,-1.97
9168,3746,Patrik,Hultgren,,SWE,Production,-1.45,25.18,31.64,-69.73,1,-2.45
9169,1783,Mika,Honkavuo,citizenx,SWE,Standard,-1.45,20.17,25.69,-56.91,5,-3.18
9170,3747,Pierre,Förne,pirre,SWE,Production,-1.47,23.37,29.51,-65.16,2,-2.48
9171,1784,Martin,Algotsson,,SWE,Standard,-1.47,24.93,31.36,-69.15,1,-3.21
9172,3748,Henrik,Ivarsson,ivar,SWE,Production,-1.47,24.28,30.6,-67.51,4,-2.49
9173,1785,Jim,Lidman,jimbob33,SWE,Standard,-1.47,24.52,30.88,-68.12,1,-3.22
9174,996,Stellan,Forthmeijer,badhabit,SWE,Open,-1.47,25.26,31.77,-70.04,2,-1.71
9175,1786,Patrick,Jankovic,mousetrap,SWE,Standard,-1.47,25.24,31.75,-69.99,1,-3.23
9176,1787,Robin,Dahlström,,SWE,Standard,-1.48,24.18,30.48,-67.27,1,-3.24
9177,1788,Annika,Görmarker,nickan,SWE,Standard,-1.49,21.99,27.9,-61.71,4,-3.26
9178,1789,HÅKAN,PAGELS,hakan,SWE,Standard,-1.49,23.44,29.63,-65.43,1,-3.26
9179,3749,Christian,Eriksson,bersa,SWE,Production,-1.49,20.36,25.96,-57.52,4,-2.52
9180,3750,Edvin,Mirhag,mirhag,SWE,Production,-1.49,24.46,30.84,-68.06,2,-2.52
9181,3751,Christer,Siverud,christer,SWE,Production,-1.49,23.96,30.24,-66.76,1,-2.52
9182,3752,Peter,Heikkilä,,SWE,Production,-1.49,24.59,30.99,-68.38,1,-2.53
9183,1790,Richard W,Lundgren,,SWE,Standard,-1.5,23.06,29.18,-64.47,2,-3.28
9184,3753,Jocke,Von Carlsburg,,SWE,Production,-1.5,24.63,31.05,-68.52,1,-2.55
9185,3754,Pär,Mårmark,,SWE,Production,-1.5,19.03,24.4,-54.17,4,-2.55
9186,3755,Love,Råman,,SWE,Production,-1.51,24.63,31.06,-68.55,4,-2.55
9187,265,Allan,Bjorlin,,SWE,Classic,-1.51,25.28,31.84,-70.23,1,-5.12
9188,3756,Carolina,Östanbäck,,SWE,Production,-1.51,23.5,29.73,-65.67,1,-2.56
9189,3757,Jonas,Stellemark,stellemark,SWE,Production,-1.52,18.44,23.72,-52.71,5,-2.57
9190,3758,Jeremy,Ray,jeremy,SWE,Production,-1.52,22.22,28.22,-62.43,1,-2.58
9191,3759,Jan,Perämäki,,SWE,Production,-1.53,24.77,31.25,-68.97,1,-2.58
9192,1791,Malin,Paulsson,ratata,SWE,Standard,-1.53,22.75,28.85,-63.8,2,-3.34
9193,997,Carl,Gadde,,SWE,Open,-1.53,23.31,29.51,-65.23,1,-1.77
9194,998,Johan,Kustus,kustus,SWE,Open,-1.53,24.03,30.37,-67.08,1,-1.77
9195,3760,Jerry,Haag,jerryh,SWE,Production,-1.53,23.09,29.25,-64.67,1,-2.59
9196,3761,Jacob,Eklund,,SWE,Production,-1.54,21.95,27.9,-61.76,1,-2.6
9197,1604,Fredrik,Björkström,kockfaan,SWE,Production Optics,-1.54,17.57,22.7,-50.53,6,-2.1
9198,1792,martin,gunnarsson,pontiac,SWE,Standard,-1.54,25.14,31.7,-69.95,1,-3.37
9199,1605,Linn,Enarsson,,SWE,Production Optics,-1.54,21.01,26.79,-59.35,2,-2.1
9200,999,Sib,Armros,,SWE,Open,-1.54,15.15,19.83,-44.35,8,-1.78
9201,1793,oscar,veddevik,,SWE,Standard,-1.55,25.17,31.75,-70.07,2,-3.39
9202,1794,Michael,Wehrend,wehrend,SWE,Standard,-1.55,24.49,30.94,-68.34,2,-3.39
9203,3762,Jens,Forsberg,jens,SWE,Production,-1.56,17.11,22.18,-49.43,6,-2.63
9204,1795,Johan,Dahlqvist,,SWE,Standard,-1.56,24.51,30.97,-68.39,1,-3.4
9205,266,Fredrik,Andersson,,SWE,Classic,-1.56,21.03,26.84,-59.49,2,-5.27
9206,1796,Hafid,Forsal,hafid,SWE,Standard,-1.56,22.87,29.02,-64.2,1,-3.41
9207,102,Anders,Christensson,andyman,SWE,Revolver,-1.56,24.9,31.44,-69.41,1,-8.29
9208,3763,Jacob,Efternamn,ipa,SWE,Production,-1.56,24.49,30.96,-68.38,1,-2.64
9209,1797,Erik,Stjernlöf,starleaf,SWE,Standard,-1.56,24.54,31.02,-68.52,1,-3.43
9210,1798,Kenneth,Abazaj,,SWE,Standard,-1.57,25.41,32.05,-70.75,1,-3.43
9211,1799,Dan,Andersson,,SWE,Standard,-1.57,24.6,31.09,-68.67,2,-3.43
9212,1800,David,Sernald,ivandanko,SWE,Standard,-1.57,22.38,28.45,-62.97,1,-3.43
9213,3764,Richard,Karolko,,SWE,Production,-1.57,23.9,30.27,-66.9,1,-2.66
9214,3765,Simon,Band,radarboy,SWE,Production,-1.58,22.13,28.17,-62.38,2,-2.67
9215,1000,Michael,Lindström,,SWE,Open,-1.58,24.91,31.47,-69.52,1,-1.83
9216,3766,Raimo,Nauska,ragge,SWE,Production,-1.59,23.75,30.1,-66.56,1,-2.69
9217,3767,Tommy,Jonsson,,SWE,Production,-1.59,24.73,31.27,-69.08,1,-2.69
9218,3768,Christopher,Blomberg,blomberg,SWE,Production,-1.59,19.63,25.21,-56.0,7,-2.69
9219,1801,Mikael,Berglund,,SWE,Standard,-1.59,24.84,31.4,-69.37,2,-3.48
9220,3769,Robin,Engstrand,,SWE,Production,-1.59,20.08,25.75,-57.18,3,-2.69
9221,103,Thomas,Persson,pezon,SWE,Revolver,-1.6,23.85,30.23,-66.85,2,-8.47
9222,1802,Conny,Skoog,,SWE,Standard,-1.6,25.23,31.88,-70.41,1,-3.5
9223,267,Alexander,Klanfar,lexen,SWE,Classic,-1.6,19.24,24.77,-55.06,4,-5.41
9224,3770,Joakim,Klingstedt,,SWE,Production,-1.6,24.75,31.31,-69.18,1,-2.72
9225,3771,Jonas,Månsson,dirtybilly,SWE,Production,-1.61,23.49,29.82,-65.96,2,-2.72
9226,3772,Peter,Kaneklint,,SWE,Production,-1.61,24.67,31.22,-69.01,1,-2.73
9227,1803,Einar,Cronstedt,ernie,SWE,Standard,-1.61,24.99,31.62,-69.86,2,-3.53
9228,3773,Bo,Carlsson,callemann,SWE,Production,-1.62,24.45,30.97,-68.46,2,-2.74
9229,1804,Ulf,Siljedahl,uffe,SWE,Standard,-1.62,25.5,32.22,-71.17,1,-3.55
9230,3774,Christian,Axelsson,axel,SWE,Production,-1.63,22.74,28.97,-64.15,2,-2.77
9231,1805,Anders,Kiselfält,,SWE,Standard,-1.64,21.84,27.89,-61.83,2,-3.58
9232,3775,Josefine,Björkmalm,,SWE,Production,-1.64,19.76,25.42,-56.51,5,-2.77
9233,1001,Peter,Liliegren,,SWE,Open,-1.64,20.99,26.89,-59.68,2,-1.9
9234,3776,Martin,Waern,,SWE,Production,-1.64,23.39,29.74,-65.84,2,-2.78
9235,1002,Cecilia,Ekströmer Johansson,,SWE,Open,-1.64,21.57,27.58,-61.17,1,-1.9
9236,3777,Joakim,Lindeberg,,SWE,Production,-1.64,25.27,31.97,-70.65,1,-2.78
9237,3778,Per,Johansson,,SWE,Production,-1.64,22.0,28.09,-62.27,1,-2.78
9238,3779,Patrik,Schüler,,SWE,Production,-1.65,18.59,24.05,-53.56,4,-2.8
9239,678,Christian,Woronin,patchfinder,SWE,Pistol Caliber Carbine,-1.65,20.47,26.29,-58.39,2,-2.7
9240,3780,Niklas,Dirland,,SWE,Production,-1.65,22.44,28.63,-63.45,1,-2.8
9241,3781,Torbjörn,Holten,holten,SWE,Production,-1.65,24.57,31.16,-68.9,1,-2.8
9242,1806,Willhelm,Lindgren,wille,SWE,Standard,-1.65,19.96,25.68,-57.09,5,-3.62
9243,268,Mattias,Fjällborg,rabadax,SWE,Classic,-1.66,18.54,24.01,-53.47,7,-5.61
9244,3782,Johan,Landell,,SWE,Production,-1.66,24.79,31.43,-69.49,2,-2.81
9245,3783,Kristoffer,Mann,,SWE,Production,-1.67,24.11,30.63,-67.78,1,-2.82
9246,1807,Per,Nilsson,,SWE,Standard,-1.67,25.01,31.7,-70.08,1,-3.65
9247,1003,Roger,Tiensuu,rogert,SWE,Open,-1.67,25.19,31.91,-70.55,4,-1.93
9248,1808,Mickey L-O,Wurschmidt-Wang,,SWE,Standard,-1.68,20.93,26.86,-59.66,2,-3.67
9249,1004,Niklas,Lepistö,pelkzor,SWE,Open,-1.68,23.82,30.29,-67.06,1,-1.94
9250,1809,Tommy,Gunnarsson,gunnto,SWE,Standard,-1.68,24.46,31.05,-68.7,2,-3.67
9251,1005,Kristian,Abrahamsson,,SWE,Open,-1.68,23.54,29.96,-66.35,1,-1.94
9252,1810,Malin,Pårup,,SWE,Standard,-1.7,19.21,24.85,-55.33,3,-3.72
9253,3784,Markus,Nilsson,enum,SWE,Production,-1.7,24.8,31.48,-69.65,2,-2.88
9254,1811,Åke,Pettersson,8x57,SWE,Standard,-1.7,25.12,31.86,-70.47,1,-3.72
9255,1006,Jakob,Willborg,,SWE,Open,-1.7,24.61,31.27,-69.19,5,-1.97
9256,1812,Richard,Svelander,svelander,SWE,Standard,-1.7,22.26,28.48,-63.17,1,-3.73
9257,3785,Andreas,Törnberg,toernberg,SWE,Production,-1.7,18.81,24.38,-54.32,5,-2.89
9258,3786,Kalle,Schmidt,,SWE,Production,-1.71,23.85,30.37,-67.25,1,-2.89
9259,1813,Johann,Ramsauer,ramsauer,SWE,Standard,-1.71,14.24,18.95,-42.62,11,-3.74
9260,1007,Mattias,Olsson,highlandpark,SWE,Open,-1.71,25.04,31.78,-70.31,1,-1.98
9261,3787,Nicklas,Nilsson,,SWE,Production,-1.71,20.58,26.49,-58.88,5,-2.9
9262,104,Peter,Larsson,pelar,SWE,Revolver,-1.72,25.33,32.14,-71.09,1,-9.11
9263,1814,Roddy,Brun,,SWE,Standard,-1.72,24.09,30.66,-67.89,2,-3.76
9264,3788,Niklas,Barkman,,SWE,Production,-1.72,24.48,31.14,-68.93,3,-2.92
9265,3789,Niklas,Rosenkvist,,SWE,Production,-1.73,21.13,27.16,-60.35,2,-2.92
9266,3790,Fredrik,Hallner,,SWE,Production,-1.73,18.07,23.52,-52.5,4,-2.92
9267,1815,Joakim,Junefjäll,,SWE,Standard,-1.73,25.28,32.1,-71.01,1,-3.79
9268,3791,Paul,Reif,,SWE,Production,-1.73,25.19,31.98,-70.77,1,-2.93
9269,3792,Johan,Fräjdin,,SWE,Production,-1.73,20.48,26.4,-58.7,2,-2.93
9270,3793,Henrik,Nordenstam,heno75,SWE,Production,-1.73,22.82,29.17,-64.69,2,-2.93
9271,3794,Rafael,Zawilinski,,SWE,Production,-1.74,24.41,31.07,-68.8,1,-2.95
9272,1816,Roger,Westerlund,,SWE,Standard,-1.74,23.68,30.2,-66.93,2,-3.82
9273,1008,Jens,NotKnown,,SWE,Open,-1.74,23.93,30.5,-67.58,1,-2.02
9274,3795,Per,Gellermark,herman,SWE,Production,-1.75,17.8,23.22,-51.87,5,-2.96
9275,1009,Marcus,Rauger,,SWE,Open,-1.75,24.33,30.99,-68.63,1,-2.02
9276,3796,Gustav,Persson,,SWE,Production,-1.75,23.22,29.67,-65.79,1,-2.96
9277,1817,peder,svedsten,,SWE,Standard,-1.75,25.33,32.18,-71.21,1,-3.84
9278,3797,Stefan,Milton,swemilton,SWE,Production,-1.75,24.43,31.11,-68.9,1,-2.97
9279,3798,Charlott,Andersson,,SWE,Production,-1.75,20.75,26.73,-59.45,2,-2.97
9280,3799,Mikael,Börjesson,mike,SWE,Production,-1.75,19.03,24.7,-55.06,4,-2.97
9281,3800,Fredrik,Lundström,,SWE,Production,-1.76,19.61,25.39,-56.56,3,-2.98
9282,1010,Örjan,Hvass,bulman,SWE,Open,-1.76,25.0,31.79,-70.38,5,-2.03
9283,1818,Viktoria,Nordström,,SWE,Standard,-1.77,23.35,29.85,-66.2,1,-3.88
9284,3801,Mathias,Engström,,SWE,Production,-1.77,24.9,31.7,-70.19,1,-3.0
9285,1011,Petter,Kjöllerström,,SWE,Open,-1.78,20.66,26.66,-59.33,2,-2.06
9286,3802,Sonny,Urbanski,,SWE,Production,-1.78,17.52,22.93,-51.27,5,-3.01
9287,3803,Denise,Kaic,flisan,SWE,Production,-1.78,23.59,30.15,-66.86,1,-3.01
9288,3804,Robin,Carlsson,robinc,SWE,Production,-1.78,24.43,31.15,-69.02,1,-3.02
9289,3805,Anna-Maria,Bramgren,,SWE,Production,-1.79,19.53,25.33,-56.47,3,-3.03
9290,3806,Marcus,Anderberg,,SWE,Production,-1.79,24.36,31.08,-68.87,4,-3.03
9291,1012,Kjell,Svensson,,SWE,Open,-1.81,22.02,28.3,-62.9,1,-2.09
9292,3807,Daniel,Nissén,,SWE,Production,-1.81,16.45,21.69,-48.63,6,-3.06
9293,1819,Johan,Heidenfors,johhei,SWE,Standard,-1.81,25.03,31.89,-70.63,1,-3.96
9294,3808,Martin,Hed,,SWE,Production,-1.81,25.06,31.93,-70.72,1,-3.06
9295,1013,Erik,Ljunggren,erix,SWE,Open,-1.81,25.19,32.08,-71.05,1,-2.1
9296,1820,Mikael,Wiik,,SWE,Standard,-1.82,24.2,30.92,-68.57,1,-3.99
9297,3809,David,Jan Erik,,SWE,Production,-1.82,20.71,26.77,-59.61,2,-3.09
9298,1821,Roger,André,,SWE,Standard,-1.82,23.62,30.24,-67.09,1,-4.0
9299,1014,Claes,Jernberg,classe,SWE,Open,-1.83,24.67,31.48,-69.77,2,-2.11
9300,1822,Joakim,Linder,sirmissalot,SWE,Standard,-1.83,21.92,28.22,-62.75,2,-4.01
9301,1823,Isak,Malmgren,,SWE,Standard,-1.83,23.65,30.28,-67.19,1,-4.02
9302,3810,Tom,Silverklo,,SWE,Production,-1.84,24.03,30.74,-68.19,2,-3.11
9303,3811,Stefan,Jansson,,SWE,Production,-1.84,22.3,28.68,-63.75,2,-3.11
9304,1824,Mikael,Blixte,mickeflash,SWE,Standard,-1.84,24.31,31.07,-68.91,1,-4.03
9305,1015,Magnus,Irtoft,irtoft,SWE,Open,-1.84,21.9,28.21,-62.73,1,-2.13
9306,3812,Benny,Wennberg,,SWE,Production,-1.85,19.38,25.23,-56.3,3,-3.13
9307,3813,Peter,Janevik,,SWE,Production,-1.85,19.52,25.39,-56.65,3,-3.13
9308,1825,David,Karlsson,matoba,SWE,Standard,-1.86,23.47,30.1,-66.82,2,-4.07
9309,1016,Måns,Pihlquist,echo01,SWE,Open,-1.86,19.9,25.86,-57.67,3,-2.15
9310,105,Christer,Backlund,backlund,SWE,Revolver,-1.86,20.7,26.81,-59.72,3,-9.87
9311,3814,Karl,Håkansson,kelle,SWE,Production,-1.86,20.93,27.09,-60.33,3,-3.16
9312,106,Marcus,Molin,mackan73,SWE,Revolver,-1.86,21.59,27.86,-62.0,2,-9.89
9313,3815,Fredrik,Anderstedt,,SWE,Production,-1.87,16.89,22.29,-49.98,7,-3.16
9314,3816,Andreas,Wallander,,SWE,Production,-1.87,25.05,31.98,-70.9,1,-3.16
9315,1826,Filip,Mårtensson,fippe,SWE,Standard,-1.87,25.1,32.05,-71.06,1,-4.1
9316,1827,Tobias,Asplind,aspen,SWE,Standard,-1.88,24.82,31.73,-70.36,1,-4.12
9317,679,Stina,Ekelund,,SWE,Pistol Caliber Carbine,-1.88,19.83,25.8,-57.57,3,-3.07
9318,3817,Emil,Åkermark,,SWE,Production,-1.88,24.84,31.75,-70.42,2,-3.19
9319,107,Jörgen,Sandberg,,SWE,Revolver,-1.88,20.63,26.75,-59.61,2,-10.0
9320,1828,Fredrick,Johansson,,SWE,Standard,-1.89,24.77,31.67,-70.24,2,-4.13
9321,3818,Tommy,Johansson,,SWE,Production,-1.89,23.63,30.32,-67.33,1,-3.2
9322,3819,Hans,Nordin,,SWE,Production,-1.89,25.17,32.16,-71.3,1,-3.2
9323,3820,Yvonne,Berg,yb2alpha,SWE,Production,-1.9,21.87,28.24,-62.84,7,-3.21
9324,1829,Anneli,Olsson,,SWE,Standard,-1.9,20.54,26.67,-59.46,5,-4.16
9325,3821,Sara,Edlund,theoneandonly,SWE,Production,-1.9,15.04,20.13,-45.34,13,-3.22
9326,108,Ola,Nilsson,xa180,SWE,Revolver,-1.9,24.75,31.67,-70.26,6,-10.11
9327,3822,Mats,Svensson,,SWE,Production,-1.91,25.0,31.97,-70.91,1,-3.23
9328,3823,John,Sharifi,,SWE,Production,-1.91,19.33,25.24,-56.39,4,-3.23
9329,1017,Mikael,Pedin,,SWE,Open,-1.91,18.22,23.92,-53.55,4,-2.21
9330,3824,Andreas,Hansson,andha,SWE,Production,-1.92,18.68,24.48,-54.76,5,-3.26
9331,1830,Albert,Söderberg,albert,SWE,Standard,-1.93,25.18,32.21,-71.44,1,-4.22
9332,1831,Leif,Nilsson,lugerleffe,SWE,Standard,-1.93,24.91,31.89,-70.75,2,-4.22
9333,1018,Sarah,Grey,sgirl,SWE,Open,-1.93,18.68,24.48,-54.77,5,-2.23
9334,3825,Fredrik,Brändström,,SWE,Production,-1.94,23.27,29.95,-66.59,2,-3.28
9335,3826,Mathias,Ahlberg,ahlberg,SWE,Production,-1.94,20.22,26.34,-58.79,4,-3.29
9336,3827,Lars,Nilsson,,SWE,Production,-1.95,24.31,31.21,-69.31,1,-3.3
9337,3828,Tommy,Andersson,,SWE,Production,-1.96,22.07,28.55,-63.57,1,-3.31
9338,1019,Torbjorn,Andersson,torbjorn,SWE,Open,-1.96,24.93,31.95,-70.92,1,-2.26
9339,1832,Jonas,Jägerbring,drmagoo,SWE,Standard,-1.96,24.35,31.25,-69.42,1,-4.28
9340,3829,Bernt,Wernby,berntwernby,SWE,Production,-1.96,19.21,25.16,-56.25,3,-3.31
9341,1606,Andreas,Söderlund,salba,SWE,Production Optics,-1.96,21.61,28.01,-62.4,1,-2.67
9342,3830,Orjan,Lundberg,,SWE,Production,-1.96,25.09,32.13,-71.32,1,-3.32
9343,109,Oscar,Fungmark,funkis,SWE,Revolver,-1.96,23.24,29.95,-66.59,2,-10.4
9344,3831,Joakim,Rehnvall,,SWE,Production,-1.96,24.75,31.73,-70.45,3,-3.32
9345,1020,Mathias,Persson,mrplumbum,SWE,Open,-1.96,22.9,29.54,-65.72,1,-2.27
9346,3832,Karl-Ossian,Frimodt,,SWE,Production,-1.96,22.34,28.88,-64.3,3,-3.32
9347,3833,Jessica,Helenius,,SWE,Production,-1.97,17.75,23.42,-52.53,7,-3.33
9348,1833,Anders,Thim,reloadertoo,SWE,Standard,-1.97,23.19,29.89,-66.49,3,-4.31
9349,1834,Keijo,Alm,,SWE,Standard,-1.97,25.02,32.07,-71.19,1,-4.31
9350,3834,Paul,Mossberg,,SWE,Production,-1.97,24.94,31.98,-71.0,2,-3.34
9351,3835,Mikael,Nordin,mino,SWE,Production,-1.98,25.02,32.08,-71.22,3,-3.35
9352,1021,Niclas,von Essen,,SWE,Open,-1.99,24.74,31.76,-70.53,5,-2.3
9353,1022,Lars T,Andersson,,SWE,Open,-1.99,25.16,32.26,-71.61,1,-2.3
9354,1023,Gerry,Dahlgren,kgd52,SWE,Open,-1.99,24.85,31.88,-70.81,1,-2.3
9355,3836,Gustav,Palmgren,,SWE,Production,-1.99,19.41,25.43,-56.88,4,-3.37
9356,3837,Marcus,Magnusson,,SWE,Production,-1.99,24.92,31.98,-71.02,1,-3.37
9357,1835,David,Lindhe,davlin,SWE,Standard,-1.99,25.17,32.28,-71.66,1,-4.36
9358,3838,Tobias,Augustinson,,SWE,Production,-2.0,24.79,31.83,-70.69,3,-3.39
9359,1836,Alexander,Wallentin,,SWE,Standard,-2.01,24.75,31.79,-70.63,1,-4.39
9360,1837,Tomas,Magnusson,dontomaso,SWE,Standard,-2.01,24.97,32.05,-71.18,1,-4.39
9361,110,Bertil,Nilsson,grinchen,SWE,Revolver,-2.01,24.87,31.93,-70.93,1,-10.65
9362,1024,Tomas,Lundgren,lunkan01,SWE,Open,-2.01,21.88,28.39,-63.29,2,-2.33
9363,3839,Katarina,Hellman,katten,SWE,Production,-2.01,25.08,32.19,-71.48,2,-3.4
9364,1838,Anders,Adesund,,SWE,Standard,-2.01,19.7,25.79,-57.69,4,-4.41
9365,3840,Magnus,Berg,mangeb,SWE,Production,-2.02,17.04,22.64,-50.89,5,-3.41
9366,3841,Bo,Ek,,SWE,Production,-2.02,24.88,31.96,-70.99,2,-3.41
9367,1839,Magnus,Granqvist,kotte69,SWE,Standard,-2.02,24.59,31.61,-70.25,2,-4.42
9368,1840,Ronja,Andersson,,SWE,Standard,-2.02,21.66,28.13,-62.74,1,-4.42
9369,3842,Tommi,Vartiainen,,SWE,Production,-2.02,24.87,31.96,-70.99,1,-3.42
9370,3843,Rasmus,Fredriksson,,SWE,Production,-2.02,24.93,32.03,-71.15,1,-3.42
9371,111,Stefan,Vestman,vestman,SWE,Revolver,-2.02,25.01,32.13,-71.36,1,-10.75
9372,1841,Andreas,Dzoic,ama,SWE,Standard,-2.03,24.16,31.11,-69.18,1,-4.44
9373,1842,Fadi,Goria,fadde,SWE,Standard,-2.03,21.17,27.56,-61.51,2,-4.44
9374,1843,Kent-Roger,Jacobsson,,SWE,Standard,-2.03,25.0,32.12,-71.35,1,-4.45
9375,3844,Ludvig,Lindberg,,SWE,Production,-2.03,25.0,32.12,-71.35,1,-3.44
9376,3845,Joakim,Undin Enros,,SWE,Production,-2.04,25.05,32.19,-71.51,1,-3.45
9377,269,Niclas,Thulin,xander,SWE,Classic,-2.04,24.62,31.69,-70.44,1,-6.91
9378,1844,Magnus,Granath,granath,SWE,Standard,-2.04,25.2,32.37,-71.92,1,-4.48
9379,3846,Marc,Palmefjord,macpac,SWE,Production,-2.04,20.22,26.45,-59.14,4,-3.46
9380,3847,Mika,Kemppainen,kemppainen,SWE,Production,-2.05,22.73,29.43,-65.58,1,-3.46
9381,1845,Nicklas,Lindqvist,bellum,SWE,Standard,-2.05,24.48,31.52,-70.08,1,-4.48
9382,3848,Daniel,Hokkanen,,SWE,Production,-2.05,24.72,31.81,-70.7,1,-3.47
9383,1846,Mats,Brännström,,SWE,Standard,-2.05,21.24,27.67,-61.77,5,-4.49
9384,3849,Tony,Berglund,nils,SWE,Production,-2.06,24.88,32.01,-71.15,1,-3.49
9385,1847,Sven,Storgärds,sstorgards,SWE,Standard,-2.06,24.94,32.09,-71.33,1,-4.52
9386,1848,Magnus,Svensson,,SWE,Standard,-2.07,24.85,31.99,-71.11,3,-4.53
9387,1025,Henrik,Swennergren,mrhsw,SWE,Open,-2.07,20.9,27.29,-60.97,2,-2.39
9388,3850,Andreas,Kräling,glock999,SWE,Production,-2.07,24.48,31.55,-70.18,1,-3.51
9389,3851,Evelina,Lindholm,,SWE,Production,-2.08,19.84,26.05,-58.3,3,-3.52
9390,1026,Anders,Rohlén,,SWE,Open,-2.08,25.14,32.34,-71.89,4,-2.4
9391,1849,Martin,Vestin,ots,SWE,Standard,-2.08,25.59,32.87,-73.03,1,-4.55
9392,1850,Mattias,Eriksson,mer,SWE,Standard,-2.08,19.6,25.76,-57.68,4,-4.55
9393,1851,Magnus,Juntti,mju72,SWE,Standard,-2.08,24.9,32.05,-71.27,3,-4.55
9394,3852,Christian,Di Schiena,crisis,SWE,Production,-2.08,24.74,31.87,-70.87,1,-3.52
9395,1852,Ivan,Markus,,SWE,Standard,-2.09,21.04,27.47,-61.38,4,-4.57
9396,270,Matheos,Parasidis,macki,SWE,Classic,-2.09,24.7,31.84,-70.82,3,-7.08
9397,3853,Kenneth,Eriksson,eri,SWE,Production,-2.1,24.85,32.01,-71.19,1,-3.55
9398,1027,Peter,Angelborn,oxi,SWE,Open,-2.1,24.78,31.93,-71.01,1,-2.43
9399,3854,Jonas,Vinnersten,,SWE,Production,-2.1,24.93,32.11,-71.41,1,-3.55
9400,1853,Magnus,Broman,baltzar65,SWE,Standard,-2.1,24.16,31.21,-69.46,1,-4.6
9401,1607,Jennifer,Almroth,,SWE,Production Optics,-2.1,19.26,25.38,-56.89,3,-2.87
9402,3855,Jan,Löfgren,jan1976,SWE,Production,-2.11,24.8,31.97,-71.1,1,-3.57
9403,3856,Simon,Dahlström,,SWE,Production,-2.11,21.25,27.75,-62.0,3,-3.57
9404,3857,Patrik,Winell,winell,SWE,Production,-2.11,24.68,31.84,-70.84,1,-3.58
9405,1854,Johan,Gyllenpil,,SWE,Standard,-2.11,21.37,27.9,-62.34,1,-4.63
9406,3858,Bert-Ove,Kristensen,draken66,SWE,Production,-2.12,22.67,29.46,-65.69,3,-3.58
9407,1028,Sheldon,Marinovic,,SWE,Open,-2.12,14.37,19.6,-44.42,8,-2.45
9408,1855,Lina,Johansson,lemonheed,SWE,Standard,-2.13,25.13,32.39,-72.03,1,-4.66
9409,3859,Björn,Borg,castle,SWE,Production,-2.13,24.85,32.06,-71.34,1,-3.61
9410,3860,Jim,Svendsen,,SWE,Production,-2.13,20.16,26.48,-59.3,2,-3.61
9411,3861,Caroline,Forsström,,SWE,Production,-2.13,23.23,30.13,-67.17,1,-3.61
9412,3862,John,Andersson,,SWE,Production,-2.14,24.19,31.28,-69.64,1,-3.62
